Vulnerability: CVE-2016-4975, found - 2
Vulnerability: CVE-2016-8612, found - 2
Vulnerability: CVE-2013-6438, found - 2
Vulnerability: CVE-2017-7679, found - 2
Vulnerability: CVE-2014-0231, found - 2
Vulnerability: CVE-2014-0098, found - 2
Vulnerability: CVE-2014-0117, found - 1
Vulnerability: CVE-2014-0118, found - 1
Vulnerability: CVE-2016-0736, found - 1
Vulnerability: CVE-2015-3185, found - 1
