Vulnerability: CVE-2018-1312, found - 146
Vulnerability: CVE-2016-8612, found - 146
Vulnerability: CVE-2017-15710, found - 146
Vulnerability: CVE-2017-15715, found - 146
Vulnerability: CVE-2017-7679, found - 146
Vulnerability: CVE-2017-9788, found - 146
Vulnerability: CVE-2017-9798, found - 146
Vulnerability: CVE-2018-1283, found - 146
Vulnerability: CVE-2016-8743, found - 146
Vulnerability: CVE-2014-0117, found - 144
