Vulnerability: CVE-2017-15906, found - 252
Vulnerability: CVE-2011-5000, found - 248
Vulnerability: CVE-2014-1692, found - 248
Vulnerability: CVE-2010-5107, found - 248
Vulnerability: CVE-2016-10708, found - 248
Vulnerability: CVE-2010-4478, found - 248
Vulnerability: CVE-2011-4327, found - 248
Vulnerability: CVE-2010-4755, found - 248
Vulnerability: CVE-2012-0814, found - 248
Vulnerability: CVE-2016-0777, found - 246
