Vulnerability: CVE-2017-7668, found - 44
Vulnerability: CVE-2017-3167, found - 44
Vulnerability: CVE-2017-3169, found - 44
Vulnerability: CVE-2017-7679, found - 44
Vulnerability: CVE-2016-8612, found - 44
Vulnerability: CVE-2017-15710, found - 35
Vulnerability: CVE-2017-9788, found - 35
Vulnerability: CVE-2018-1283, found - 35
Vulnerability: CVE-2017-9798, found - 35
Vulnerability: CVE-2016-8743, found - 35
