Vulnerability: CVE-2014-0117, found - 3
Vulnerability: CVE-2014-0118, found - 3
Vulnerability: CVE-2016-0736, found - 3
Vulnerability: CVE-2015-3185, found - 3
Vulnerability: CVE-2015-3184, found - 3
Vulnerability: CVE-2018-1312, found - 3
Vulnerability: CVE-2016-8612, found - 3
Vulnerability: CVE-2014-0226, found - 3
Vulnerability: CVE-2014-3523, found - 3
Vulnerability: CVE-2017-15710, found - 3
