Vulnerability: CVE-2017-15906, found - 5
Vulnerability: CVE-2017-15710, found - 4
Vulnerability: CVE-2016-8612, found - 4
Vulnerability: CVE-2017-7679, found - 4
Vulnerability: CVE-2017-9788, found - 4
Vulnerability: CVE-2016-0736, found - 4
Vulnerability: CVE-2014-3583, found - 4
Vulnerability: CVE-2014-8109, found - 4
Vulnerability: CVE-2018-1283, found - 4
Vulnerability: CVE-2015-3185, found - 4
